year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,gender,,,,,,,,,,,,,
2009,al,Albania,Kejsi Tola,Carry Me In Your Dreams,17,2,19,16,17,48,7,73,,,,,Edmond Zhulali,June Muftaraj Taylor,"My love for you grows with each passing day\nI'm by your side when you're away\nAnd when I miss you and long for your care\nI close my eyes and you're there\n\nAll that I ask is one moment in time\nNo strings attached, no drawing lines\nYou feel my thoughts even when you're not here\nI close my eyes\nClose my eyes and I feel you're there\n\nTake my love, take my heart\nCarry me with you in your dreams\nNo, no, never let go\nWonder of love, magical glow\n\nTake my love, take my heart\nCarry me with you in your dreams\nNo, no, never let go\nWonder of love, magical glow\n\nAll that I ask is one moment in time\nNo strings attached, no drawing lines\nYou feel my thoughts even when you're not here\nI close my eyes\nClose my eyes and I feel you're there\n\nTake my love, take my heart\nCarry me with you in your dreams\nNo, no, never let go\nWonder of love, magical glow\n\nSearch for me in your dreams\nSearch for me, it's where I'll be\n\nTake my love, take my heart\nCarry me with you in your dreams\nNo, no, never let go\nWonder of love, magical glow\n\nTake my love, take my heart\nCarry me with you in your dreams\nNo, no, never let go\nWonder of love, magical glow",https://youtube.com/watch?v=w6Ori4A4ATo,female,,,,,,,,,,,,,
2009,hr,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,18,2,5,1,18,45,13,33,,,,,Ton?i Hulji?,Vjekoslava Hulji?,"Bio sam oblak, lebdio\nNi sunca nisam vidio\nTebe ?ekao\n\nBog te je meni poslao\nOd srca otkinuo svog, da bi �ivio\nI ?ekao da ti meni da� ?udo ljubavi\n\nHej draga, hej draga\nSuze u pamuk pretvara�\nUmorne o?i odmara�\nZa?ara�\n\nHej lijepa, hej sveta\nVodu u vino pretvara�\nTi se moli� za sve nas, za sve nas\n\nTena... Tena...\n\nBio sam oblak, lebdio\nNi sunca nisam vidio\n\nHej draga, hej draga\nSuze u pamuk pretvara�\nUmorne o?i odmara�\nZa?ara�\n\nHej lijepa, hej sveta\nVodu u vino pretvara�\nTi se moli� za sve nas, za sve nas\n\nTena... Tena...\nTena, Tena, Tena...",https://youtube.com/watch?v=jdLct2IqcLA,male,,,,,,,,,,,,,
2009,ro,Romania,Elena,The Balkan Girls,19,1,22,14,19,40,9,67,,,,,Daris Mangal,Lauren?iu Du??,Ovidiu Bistriceanu,Alexandru Pelin,Lauren?iu Du??,"The Balkan girls, they like to party\nLike nobody, like nobody\n\nIt's time for me to unwind\nI'm gonna start my weekend with gin, tonic and lime\nMy girls take me for a ride\nReady to party and looking so fine\n\nI wonder if beyond this\nThere could be something better\n'Cause I feel so good tonight\nDon't wanna end this night\n\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\n\nMy hips are ready to glow\nThis record is so hot and I have so much to show\nI'll find a boy for a kiss\nWho knows, maybe he'll be my prince\n\nI wonder if beyond this\nThere could be something better\n'Cause I feel so good tonight\nDon't wanna end this night\n\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\n\n(You've gotta live your life...)\nIf you didn't find out\nWhat love is about\nAnd if you're lonely, baby\nJust open your mind, you're one of a kind\nYou've got to live your life...\n\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\n\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)\nThe Balkan girls, they like to party\nLike nobody, like nobody\n(For crowd delight, we'll shine all night)",https://youtube.com/watch?v=ioBTPQj7loM,female,,,,,,,,,,
2009,de,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,20,,17,,20,35,,,,,,,Alex Christensen,,"Hey Miss Kiss, let us dance\n\nMrs Kiss Kiss Bang, she's not a fool\nExtraordinary and oh so cool\nWhen I feel the touch of her sweet lips\nI know this is a devil's kiss\n\nShe sets my soul on fire with no return\nOoh baby, just burn, burn, burn\nAnd I think we're like Mr and Mrs Right\nSo I'll give you my heart tonight\n\nMiss Kiss Kiss Bang, come let us sing\nMiss Kiss Kiss Bang, now let us swing\nShake your sweet, sweet, sweet little thing\nMrs Kiss Kiss Bang, come let us swing\n\nWhen I look into her eyes the flames grow higher\nI know this is a kiss of fire\nImagination feeds my hungry heart\nGimme your love before we part\n\nAnd I'm on the way of no return\nOoh baby, just burn, burn, burn\nAnd I think we're like Mr and Mrs Right\nSo I'll give you my heart tonight\n\nMiss Kiss Kiss Bang, come let us sing\nMiss Kiss Kiss Bang, now let us swing\nShake your sweet, sweet, sweet little thing\nMrs Kiss, come on and let us sing\n\nDo the hee dee hi ho (Sing hee dee hi ho)\nDo the hee dee hi hey (Sing hee dee hi hey)\nDo the dip dip diddee (Sing dip dip diddee)\nDo the skiddly skiddly bo (Sing skiddly skiddly bo)\n\nNow do the gucci bang bang (Sing gucci bang bang)\nDo the skiddly buffely boodely bump (Sing skiddly buffely boodely bump)\nDo the oh... (Sing oh...)\nMrs Kiss, you are my everything tonight\n\nNow shake your sweet, sweet sexy thing\n\nMiss Kiss Kiss Bang, come and let us sing\n(Miss Kiss Kiss Bang, Miss Kiss Kiss Bang)\nMiss Kiss Kiss Bang, now let us swing\n(Miss Kiss Kiss Bang, Miss Kiss Kiss Bang)\n\nYou are my queen and I'm your king\n(Miss Kiss Kiss Bang, Miss Kiss Kiss Bang)\nShake your sweet, sweet thing\nDo the ring-a-bing bing\nMrs Kiss, come on and let us sing\n\nDo the hee dee hi ho (Sing hee dee hi ho)\nDo the hee dee hi hey (Sing hee dee hi hey)\nMrs Kiss Kiss Bang\nCome let us swing\n\nMiss Kiss",https://youtube.com/watch?v=veeOUiB6ojk,male,,,,,,,,,,,,,
2009,se,Sweden,Malena Ernman,La Voix,21,1,4,5,21,33,4,105,,,,,Fredrik Kempe,Fredrik Kempe,Malena Ernman,"Can you keep a secret?\nCan you keep a secret?\nI'm in love with you\nCan you make a promise?\nCan you make a promise?\nStay forever true, oh...\nThen I'm forever yours\n\nJe t'aime, amour, quand j'entends la voix\nJe t'aime, ma vie, c'est jamais sans toi\nJ'vis ma vie pour toi, c'est l'univers pour moi\nJe t'aime, amour, quand j'entends la voix\n\nTell me what you're feelin'\nTell me what you're feelin'\nI just wanna know\nTell me what you're dreamin'\nTell me what you're dreamin'\nLet your feelings show, oh...\nStay and don't let go\n\nJe t'aime, amour, quand j'entends la voix\nJe t'aime, ma vie, c'est jamais sans toi\nJ'vis ma vie pour toi, c'est l'univers pour moi\nJe t'aime, amour, quand j'entends la voix\n\n(Je t'aime, amour, quand j'entends la voix)\n(Je t'aime, ma vie, c'est jamais sans toi)\nJ'vis ma vie pour toi, c'est l'univers pour moi\nJe t'aime, amour, quand j'entends la voix\nJ'entends la voix, la voix...\n(Je t'aime, amour, quand j'entends la voix)",https://youtube.com/watch?v=5WH2OwJeMBE,female,,,,,,,,,,,,
2009,mt,Malta,Chiara,What If We,22,1,14,17,22,31,6,86,,,,,Marc Paelinck,Gregory Bilsen,"Words of wisdom, prophets and quotes\nWise men talking, tales from the old\nI reach for the stars, wherever they are, in darkness\nWe're lost, fading away\n\nWhat if we could be free?\nMystify our wisdom in time\nAnd one day we'll see\nWhat if we found the key?\nThrow the dice, unravel our lies\nAnd learn how to be\n\nAll the madness feeding our soul\nTake a wild guess out of control\nThere will be a star, no matter how far, shining\nOne day we'll sail away\n\nWhat if we could be free?\nMystify our wisdom in time\nAnd one day we'll see\nWhat if we found the key?\nThrow the dice, unravel our lies\nAnd learn how to be\n\nIf you don't know your destination\nWho determines your destiny?\n\nWhat if we could be free?\nMystify our wisdom in time\nAnd one day we'll see\nWhat if we found the key?\nThrow the dice, unravel our lies\nAnd learn how to be",https://youtube.com/watch?v=kX5STdIuiEg,female,,,,,,,,,,,,,
2009,lt,Lithuania,Sasha Son,Love,23,2,1,14,23,23,9,66,,,,,Sasha Son,,"I've had it all, as a little child\nI've done it all, as a little child\nBut the pain that I had\nFor the fame that I got, was for what?\n\nA little girl is crying alone\nA little boy, searching for his home\nGiving up to a sin for a heart-craving dream\nIs that a sin?\n\nIf you really love the love you say you love, really love\nThen surely that love would love\nThen surely that love would love to love you back\n\nIf you really love the love you say you love, really love\nThen surely that love would love\nThen surely that love will love you back\n\nFor just one moment, we all wanna be\nJust as happy as one can be\n(So don't you make the same mistake)\n(You gotta give for what you take)\nAnd don't you break\n\nA little girl or boy crying at home alone\nA faithful song will lead the way\nTo make you strong\n\nIf you really love the love you say you love, really love\nThen surely that love would love\nThen surely that love would love to love you back\n\nIf you really love the love you say you love, really love\nThen surely that love would love\nThen surely that love\n\nIf you really love\nIf you really love the love you say you love, really love\nThen surely that love would love\nThen surely that love would love to love you back\n\nIf you really love the love you say you love, really love\nThen surely that love would love\nThen surely that love\nThen surely that love\nThen surely that love will love you back\nWill love you back",https://youtube.com/watch?v=ukSmGIp_xVk,male,,,,,,,,,,,,,
2009,es,Spain,Soraya,La Noche Es Para M� (The Night Is For Me),24,,25,,24,23,,,,,,,Dimitri Stassos,Irini Michas,Jason Gill,Felipe Pedroso,"Vuelvo a mirar, tus ojos son un volc�n\nNo escapar�s, tu fuego dir� la verdad\nNo importa si quieres o no, porque hoy mando yo\n\nCome on and take me, come on and shake me\nQuiero saber lo que sientes por m�\nCome on and take me, come on and shake me\n�Que no lo ves que estoy loca por ti?\nCome set me free, just you and me\nLa noche es para m�\n\nNo puedo m�s, juro que m�o ser�s\nVen a bailar, ya no podr�s escapar\nNo importa si quieres o no, porque hoy mando yo\n\nCome on and take me, come on and shake me\nQuiero saber lo que sientes por m�\nCome on and take me, come on and shake me\n�Que no lo ves que estoy loca por ti?\nCome set me free, just you and me\nLa noche es para m�\n\nAh...\nTake me, shake me, take me\n\nBrilla la luz, mi m�gica noche eres tu\nYa no hay tab�s\nQuiero clavarte en mi cruz\n\nCome on and take me, come on and shake me\nQuiero saber lo que sientes por m�\nCome on and take me, come on and shake me\n�Que no lo ves que estoy loca por ti?\nLa noche es para m�\nLa noche es para m�\nCome set me free, just you and me\nLa noche es para m�",https://youtube.com/watch?v=zw8uKCrDt7U,female,,,,,,,,,,,
2009,fi,Finland,Waldo's People,Lose Control,25,1,24,15,25,22,12,42,,,,,Ari Erik Veikko Lehtonen,Karima,Annie Kratz-Gut�,Ari Erik Veikko Lehtonen,Karima,Waldo,"I don't wanna lose control, but I'm falling, falling down\n\nI got this panic emotion that I cannot describe to you\nMy world is tumbling down, what am I, what am I gonna do?\nCa-can't deny it, deny it, what am I going through?\nCa-can not fight it, can't fight it, now I'm looking for the truth\n\nI don't wanna live a lie � checking on my sanity\n'Cause baby, maybe I can do without � is it all a fantasy?\nI don't wanna live a lie � is this my reality?\nIt's spinning round 'n' round day 'n' night\n\nI don't wanna lose control, but I'm falling\nI just can't believe it\nNever thought that I would be the one falling down\nI don't wanna lose control, but I'm falling\nI just can't believe it\nNever thought that I would be the one falling down\n\nI'm on a critical mission, got my destiny in my hands\nLike Peter Piper I take control, put a spell on the mass\nI cause hysteria, worry yourself, that's how I roll\nIt's not a drill, I'm for real, I'm a man who's out of control\n\nI don't wanna live a lie � checking on my sanity\n'Cause baby, maybe I can do without � is it all a fantasy?\nI don't wanna live a lie � is this my reality?\nIt's spinning round 'n' round day 'n' night\n\nI don't wanna lose control, but I'm falling\nI just can't believe it\nNever thought that I would be the one falling down\nI don't wanna lose control, but I'm falling\nI just can't believe it\nNever thought that I would be the one falling down\n\nI'm falling, I'm falling\nAnd I just can't believe it\nI'm falling, I'm falling down\n\nI don't wanna lose control, but I'm falling\nI just can't believe it\nNever thought that I would be the one falling down\nI don't wanna lose control, but I'm falling\nI just can't believe it\nNever thought that I would be the one falling down",https://youtube.com/watch?v=D-Wr0z1_quw,groupe,,,,,,,,,
2009,Serbia,Serbia,Marko Kon & Milaan,Cipela,26,2,,4,,,10,60,,,,,Aleksandar Milanovi? Kobac,Marko Kon,Milan 'Milaan' Nikoli?,Marko Kon,"Mo?a stara cipela, pola sveta videla\nGde god da stanem tu mi dom\nTamo pa 'vamo, istok pa zapad\nMa gde god stigao bio sam na svom\n\nHvata me panika, ta stara navika\nSrce bi krenulo za njom\nA ?a budala, stara baraba\nMa sve nek propadne, tera?u po svom\n\nNi?e, ni?e, ni?e me htela\nSve dok pare ne skupim\nMa more ni?e, ni?e, ni?e, ni?e, ni?e me �elela\nDok se ne obogatim\nSasvim\n\nMo?a stara cipela, pola sveta videla\nGde god da stanem tu mi dom\nTamo pa 'vamo, istok pa zapad\nMa gde god stigao bio sam na svom\n\nHvata me panika, ta stara navika\nSrce bi krenulo za njom\nA ?a budala, stara baraba\nMa sve nek propadne, tera?u po svom\n\nNi?e, ni?e, ni?e me htela\nSve dok pare ne skupim\nMa more ni?e, ni?e, ni?e, ni?e, ni?e me �elela\nDok se ne obogatim\n\nNi?e, ni?e, ni?e me htela\nSve dok pare ne skupim\nMa more ni?e, ni?e, ni?e, ni?e, ni?e me �elela\nDok se ne obogatim\nSasvim\n\nNi?e, ni?e, ni?e me htela\nSve dok pare ne skupim\nMa more ni?e, ni?e, ni?e, ni?e, ni?e me �elela\nDok se ne obogatim\n\nNi?e, ni?e, ni?e me htela\nSve dok pare ne skupim\nMa more ni?e, ni?e, ni?e, ni?e, ni?e me �elela\nDok se ne obogatim\nSasvim",https://youtube.com/watch?v=DRObP8XE4Ko,duo,,,,,,,,,,,
2009,Ireland,Ireland,Sin�ad Mulvey & Black Daisy,Et Cetera,27,2,,2,,,11,52,,,,,Christina Schilling,Daniele Moretti,Jonas Gladnikoff,Niall Mooney,,"This time you've really gone too far\nSo sick of hearing stories\nAbout the new girl hanging round\nYou're supposed to be with me\n\nAnd when I heard the rumour\nYou kissed her at a party\nLike a jealous fool I ran to you\nYou were still mine\n\nThat's just the way my life goes\nStill love me, even she knows\nYou say you're sorry, but you're not\n\nEt cetera (Et cetera)\nI heard that old song many times\nBut I still believe you really wanted her\nI spent the day (I spent the day)\nDeciding should I go or stay\nHoping that the pain would go away\n\nRemember how astounding\nIt felt to be around me\nExtravaganza in the heat\nAnd then the rain came pouring\n\nThat's just the way my life goes\nStill love me, even she knows\nYou say you're sorry, but you're not\n\nEt cetera (Et cetera)\nI heard that old song many times\nBut I still believe you really wanted her\nI spent the day (I spent the day)\nDeciding should I go or stay\nHoping that the pain would go away\n\nThat's just the way my life goes\nStill love me, even she knows\nYou say you're sorry, but you're not\n\nEt cetera (Et cetera)\nI heard that old song many times\nBut I still believe you really wanted her\nI spent the day (I spent the day)\nDeciding should I go or stay\nHoping that the pain will go away\n\nEt cetera",https://youtube.com/watch?v=fL8xgcsvKdY,female,,,,,,,,,,
2009,North Macedonia,North Macedonia,Next Time,Neshto Shto Ke Ostane,28,1,,13,,,10,45,,,,,Damjan Lazarov,Jovan Jovanov,Elvir Meki?,"Je je... no ti si od Boga\nNajmilo ne�to �to kje ostane\n\nDa ne si ti, bi nemal za kogo ljubovna pesna da napi�am\nDa ne si ti, bi nemal so �to pred lugjeto da se pofalam\nDa ne si ti, ni usnive nasmevka nema da gi pokrie\nAko tvojot glas ne me razbudi, cel den ta�en mene mi e\n\nJe je... ovie o?i i denje i nokje bi te gledale\nJe je... na ovie usni nasmevka ?uvam samo za tebe\nJe je... i radost i taga, vikaat bilo pa kje pomine\nJe je... no ti si od Boga najmilo ne�to �to kje ostane\n\nVo �ivotot ima i ubavi ne�ta, za toj �to znae da �ivee\nVo ovoj svet ima i skrieni mesta, no treba ti da gi prepoznae�\n\nJe je... ovie o?i i denje i nokje bi te gledale\nJe je... na ovie usni nasmevka ?uvam samo za tebe\nJe je... i radost i taga, vikaat bilo pa kje pomine\nJe je... no ti si od Boga najmilo ne�to �to kje ostane\n\nLjubov ti davam da dobijam ne�to\nNe�to �to kje ostane, je...\n\nJe je... i radost i taga, vikaat bilo pa kje pomine\nJe je... no ti si od Boga najmilo ne�to �to kje ostane\nJe je... i radost i taga, vikaat bilo pa kje pomine\nJe je... no ti si od Boga najmilo ne�to �to kje ostane",https://youtube.com/watch?v=TZzUe2gBkME,duo,,,,,,,,,,,,
2009,Montenegro,Montenegro,Andrea Demirovi?,Just Get Out of My Life,29,1,,1,,,11,44,,,,,Bernd Meinunger,Jos� Juan Santana Rodriguez,Peter Match,,"Everybody's sayin' your love is like a prison\nEverybody's tryin' to help me to come free\nEverybody's talkin' 'bout all the things I'm missin'\nAnd for all them reasons I must agree\n\nIt's too dangerous when we touch\nAnd I love you much too much\nGet out of my life, babe\n\nJust get out of my, out of my, out of my head\nJust get out of my, out of my, out of my bed\nIt's beyond belief, but true\nI became a slave to you\n\nJust get out of my, out of my, out of my dreams\nJust get out of my, out of my, out of my scenes\nWhere I lose all of my drive\nWhile I'm fighting to survive\n\nJust get out of my life\nGet out of my life\n\nWell, you are like a moonbeam that makes me feel so lonely\nYou are like a mountain and I'm afraid to fall\nEvery time I'm certain you are my one and only\nI know if you leave me, I'll lose it all\n\n'Cause you're overwhelming me\nYou're too perfect, can't you see?\nPlease, get out of my life\n\nJust get out of my, out of my, out of my head\nJust get out of my, out of my, out of my bed\nIt's beyond belief, but true\nI became a slave to you\n\nJust get out of my, out of my, out of my dreams\nJust get out of my, out of my, out of my scenes\nWhere I lose all of my drive\nWhile I'm fighting to survive\nJust get out of my life\n\nBecause I love you\nMore than you will ever know\nWould be hard to let you go\nBut get out of my life\nGet out of my life\n\nIt's beyond belief, but true\nI became a slave to you\n\nJust get out of my, out of my, out of my dreams\nJust get out of my, out of my, out of my scenes\nWhere I lose all of my drive\nWhile I'm fighting to survive\n\nJust get out of my life\nGet out of my way, hey...\nOr just stay",https://youtube.com/watch?v=kaDW_BWgQQE,female,,,,,,,,,,,
2009,Poland,Poland,Lidia Kopania,I Don't Wanna Leave,30,2,,5,,,12,43,,,,,Alex Geringas,Bernd Klimpel,Dee Adam,Rike Boomgaarden,,"I can't say the words I feel inside so deep\n'Cause when the clouds come out, I feel so incomplete\nI know the sun shines down on me\nI see it now, the rain won't get to me\nI just wanna live my life the way it's meant to be\n\nI don't wanna leave, but it's my destiny\nI will wrap my arms around the world\nYou'll see that I am not a child\n'Cause I'm standing taller this time\nTake it step by step, do my best, that's right\nBut I will never say goodbye\n\nFor so long now I've been dreaming in the dark\nI was too scared to feel the things held in my heart\nDon't you know this is meant to be, I'll let it out\n'Cause it's getting hard to breathe\nI just wanna live my life the way it's meant to be\n\nI don't wanna leave, but it's my destiny\nI will wrap my arms around the world\nYou'll see that I am not a child\n'Cause I'm standing taller this time\nTake it step by step, do my best, that's right\nOh... I don't wanna leave, I don't wanna leave\nBut it's my destiny, oh...\n\nI'll never say goodbye...\n(Never say, never say, never say goodbye)\nNever, oh...\n(Never say, never say)\n\nI don't wanna leave, but I'm standing taller this time\nTake it step by step, do my best, that's right\nBut I will never say goodbye",https://youtube.com/watch?v=8m2gIli9SoA,female,,,,,,,,,,
2009,Cyprus,Cyprus,Christina Metaxa,Firefly,31,2,,7,,,14,32,,,,,Nikolas Metaxas,,"It's the question that drives us\nWhere we must go\nIt's the unknown that drives from us\nWhat we want most\nBut the firefly sits in the corner and rests\n\nAnd it won't care if you stare\nBut believe me, it's best to let go\nDon't just go with the flow\n\nAnd the firefly comes to you\nSits on your finger\nIt shudders and shakes\nBut she wants you to go with her now\nFollow her out there\n\nThe firefly, spreading her wings open wide\nThinks the sky will come crashing down, fall to her side\nShe's afraid, but her fears slowly fade\n\nSo fly with the firefly\nFly side by side\nEscaping the chains that held you from life\nDon't look down\nYou're over the edge\n\nJump, take the leap of faith\nJump, take the leap of faith\n\nIt's the question that drives us\nTo where we must go\nIt's the unknown that drives from us\nWhat we want most\nBut the firefly sits in the corner and rests\n\n(It's the question that drives us)\n(To where we must go)\n(It's the unknown that drives from us)\n(What we want most) Don't just go with the flow\n(But the firefly sits in the corner and rests)\n\nIt's the question that drives us\nTo where we must go\nIt's the unknown that drives from us\nWhat we want most\nBut the firefly sits in the corner and rests\n\n(It's the question that drives us)\n(To where we must go)\n(It's the unknown that drives from us)\n(What we want most) Don't just go with the flow\n(But the firefly sits in the corner and rests)\n\nJump",https://youtube.com/watch?v=NeYGROG0mZc,female,,,,,,,,,,,,,
2009,Belarus,Belarus,Petr Elfimov,Eyes That Never Lie,32,1,,4,,,13,25,,,,,Petr Elfimov,Valery Prokhozhy,"I was wandering alone\nI was turning to stone\nI was going insane\nWhen you came into my life\n\nYou chased sorrow away\nYou changed night into day\nYou cured all of my pain\nWith your eyes that never lie\n\nAll my life I waited\nThinking I would never fly\nThen you looked and saw my wings\nWith your eyes that never lie\n\nYou are my desert and well\nYou are my heaven and hell\nYou are my reason to be\nMy love song, my battle cry\n\nI know I will be whole\nWhile I keep in my soul\nThe light shining on me\nFrom your eyes that never lie\n\nAll my life I waited\nThinking I would never fly\nThen you looked and saw my wings\nWith your eyes that never lie\n\nOh, my darling angel\nGuide me through this barren sky\nIf I'm lost I'll see the way\nIn your eyes that never lie",https://youtube.com/watch?v=xy4CX_IKEfQ,male,,,,,,,,,,,,,
2009,Switzerland,Switzerland,Lovebugs,The Highest Heights,33,1,,8,,,14,15,,,,,Adrian Sieber,Florian Senn,Thomas Rechberger,,"I climb a tree, so mighty high\nI see the world from just beneath the sky\nThe dreams I dream, they take me high\nOh, it's always worth a try\n\nThe time is now, so stop the tease\nAnd may I have your attention, please\nThe time has come, the curtains call\n\nWill you catch me when I fall? Oh yeah\nFrom the highest heights of all? Oh yeah\n\nI climb this tree, the highest heights\nFrom beneath the stars, I see little lights\nThe dreams I dream demand their rights\nOh\n\nWill you catch me when I fall? Oh yeah\nFrom the highest heights of all? Oh yeah\n\nHow will I ever know?\nI've always gotta know\nWill you catch me?\n\nWill you catch me when I fall? Oh yeah\nFrom the highest heights of all? Oh yeah\nWill you catch me?",https://youtube.com/watch?v=OqBhqj5nIpE,groupe,,,,,,,,,,,
2009,Hungary,Hungary,Zoli �dok,Dance With Me,34,2,,11,,,15,16,,,,,Z� Szab�,Jnoffin Kasai,"I see it in your eyes, you wanna dance with me tonight\nIt's rainin' on your body as you're puttin' up a fight\nThe way you're moving, how you groove is somewhere out of sight\nYou know it's only fair to tell you that you do it right\n\nNow with a little luck, I'm gonna meet you on the dance floor\nJust by the way you move, you make me beg for more\nI'm burning with desire, it's the night I've waited for\n\nDon't you lose your emotion\nDon't you be shy tonight\nLet the rhythm show you\nBaby, you can do it right\nAlright tonight\n\nCome on, dance with me, make me lose my way\nTake a chance with me, make my body sway\nIt's an overload in a disco fantasy\nLet's dance the night away\n\nJust yesterday we were on the floor\nLike somewhere in a movie or a club in Singapore\nThe lights are bright, the mood is raw\nAnd in the middle of the night, we dance till we get sore\n\nAnd in the middle of the night, I'll meet you on the dancefloor\nGonna make it, move your body, beg for more\nWith a rhythm and a beat, I'll rock you to the core\n\nDon't you lose your emotion\nDon't you be shy tonight\nLet the rhythm show you\nBaby, you can do it right\nAlright tonight\n\nCome on, dance with me, make me lose my way\nTake a chance with me, make my body sway\nIt's an overload in a disco fantasy\nLet's dance the night away\n\n(Dance with me)\n(Dance, dance, dance with me)\n(Dance with me)\n\nCome on, dance with me, make me lose my way\nTake a chance with me, make my body sway\nIt's an overload in a disco fantasy\nLet's dance the night away\n\nCome on, dance with me, make me lose my way\nTake a chance with me, make my body sway\nIt's an overload in a disco fantasy\nLet's dance the night away",https://youtube.com/watch?v=Xd4vRC5ZdLI,male,,,,,,,,,,,,,
2009,Slovenia,Slovenia,Quartissimo feat. Martina,Love Symphony,35,2,,10,,,16,14,,,,,Aleksandar Valen?i?,Andrej Babi?,Andrej Babi?,"Rodi se in umre\nKot krog obra?a se\nLe jaz in ti sva vse\nTo simfonija je\n\nRodi se in umre\nKot krog obra?a se\nLe jaz in ti sva vse\nTo simfonija je\n\nOut of time, out of place\nSomewhere inside my universe\nWhere you live your dreams\n\nImagine you and me\nWe're flying above the sea\nFeeling free eternally\nLike in this love symphony",https://youtube.com/watch?v=zql3IGp4zO4,duo,,,,,,,,,,,,
2009,Netherlands,Netherlands,The Toppers,Shine,36,2,,19,,,17,11,,,,,Bas van den Heuvel,Gordon,,"(Shine, shine, shine)\n\nThere are so many wars right now in this world\nThere are so many things not right\nThere are too many people hurt in this world\nThere are too many men that fight\n\nTime is now to make the change\nTime is on our side\nLove will make us glow in the dark\nSo open up your heart\nAre you ready for a brand new start?\n\n(Shine)\nPeople, let your light shine\nLet the darkness fade away\nStep into a brighter day\nDon't forget about our world today\n\nLet your light shine\nMaybe the answer is just this simple song\nLet everybody shine along\nTo keep the world from going wrong\nLet your light shine\n\nSo many people with good heart in this world\nSo many, they can make a change\nSo the only thing that we have to do\nIs love the one we hate\n\nIt will change all darkness into bright\nIt will touch everybody's light\nThe whole world will be lighted\nAll people will be reunited\n\n(Shine)\nPeople, let your light shine\nLet the darkness fade away\nStep into a brighter day\nDon't forget about the role you must play\n\nLet your light shine\nMaybe the answer is just this simple song\nLet everybody shine along\nTo keep the world from going wrong\nLet your light shine\n\nAs long as we believe in good in each man\nAs long as we believe in love\nThe light will guide and take us to\nThe world we all dream of\nLet your light shine\n\n(Shine)\nPeople, let your light shine\nMaybe the answer is just this simple song\nLet everybody shine along\nTo keep the world from going wrong\nLet your light shine\n\nShine, shine, shine, shine",https://youtube.com/watch?v=6mR3W2fm7_E,groupe,,,,,,,,,,,,
2009,Andorra,Andorra,Susanne Georgi,La Teva Decisi� (Get A Life),37,1,,7,,,15,8,,,,,Lene Dissing,Marcus Winther-John,Pernille Georgi,Rune Braager,Susanne Georgi,Josep Roca Vila,"S� que m'estimes, malgrat tot\nQue desconfies de la sort\nPer� no pots negar, �s un error\nDeixar-ho tot ser� la f� del nostre amor\n\nYou've got to get a life, that's what you say to me\nBut I would rather die, if you're not in it with me\nI'm gonna get a life, the kind that's made for two\nI know there's only one, I wanna live it with you\n\nAh ah ah I...\nAh ah ah I, I know that I'm right\nAh ah ah I, I'm getting a life\n\n�s el moment de corregir\nL'ad�u ser� com un sospir\nConfio a qu� l'endem�\nL'amor tornar� a mi\n\nYou've got to get a life, that's what you say to me\nBut I would rather die, if you're not in it with me\nI'm gonna get a life, the kind that's made for two\nI know there's only one, I wanna live it with you\n\nAh ah ah I...\nAh ah ah I, I know that I'm right\nAh ah ah I, I'm getting a life\n\nSabrem lluitar, sabrem seguir\nMirar al futur, trobar-te i ser feli�\n\nYou've got to get a life, that's what you say to me\nBut I would rather die, if you're not in it with me\nI'm gonna get a life, the kind that's made for two\nI know there's only one, I wanna live it with you\n\nAh ah ah I...\nAh ah ah I, I know that I'm right\nAh ah ah I, I'm getting a life\nGonna get you into my life\n\n(Ah ah ah I...)\n(Ah ah ah I, I know that I'm right)\n(Ah ah ah I) I'm coming to life\nAmor meu, no ho oblidis mai",https://youtube.com/watch?v=3JnT7T877es,female,,,,,,,,,
